Ekran Boyutu,Ekran KartÄ±,Ekran Kartı,Ekran Yenileme HÄ±zÄ±,Ekran Yenileme Hızı,Garanti Tipi,Hard Disk Kapasitesi,KullanÄ±m AmacÄ±,Kullanım Amacı,Ram (Sistem BelleÄŸi),Ram (Sistem Belleği),SSD Kapasitesi,Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k,Ä°ÅŸlemci Tipi,Ä°ÅŸletim Sistemi,Çözünürlük,İşlemci Tipi,İşletim Sistemi,url,price
14 inç,,Intel HD Graphics,,,,1 TB,,,,4 GB,SSD Yok,,,,1366 x 768,Intel Core i3,Free Dos,https://www.trendyol.com//dell/vostro-3400-intel-core-i3-1115g4-4gb-1tb-hdd-ubuntu-14-hd-tasinabilir-bilgisayar-p-748043848,8.499 TL
,,,,,,,,,,,,,,,,,,https://www.trendyol.com//asus/x515ea-bq1185w-intel-i5-1135g7-8gb-ram-512gb-ssd-iris-xe-15-6-fhd-ips-w11-notebook-p-349920496,15.699 TL
"15,6 inç",,Nvidia GeForce RTX 3050,,120 Hz,,,,,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ip-gaming3-intel-core-i5-12450h-8gb-512gb-rtx3050-dos-15-6-onyx-grey-gaming-laptop-82s9015utx-p-744554283,24.899 TL
"13,5 inç",,Intel Iris Graphics,,,,,,Ofis - İş,,16 GB,256 GB,,,,2256 x 1504,Intel Core i5,Windows,https://www.trendyol.com//lenovo/thinkpad-x1-titanium-yoga-gen1-16g-256g-13-5-windows-10-pro-20qa001htx-p-468415887,52.499 TL
,,Nvidia GeForce RTX 3050 Ti,,144 Hz,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,AMD Ryzen 7,Free Dos,https://www.trendyol.com//asus/rog-strix-g15-g513ie-hn065-ryzen7-4800h-16gb-512ssd-rtx3050ti-15-6-fullhd-freedos-tasinabilir-p-340612238,42.999 TL
14 inç,,Intel Iris Graphics,,,Resmi Distribütör Garantili,,,,,8 GB,1 TB,,,,1920 x 1200,Intel Core i5,Windows,https://www.trendyol.com//lenovo/yoga-slim-6-82wu006ytx01-i5-1240p-8gb-1tbssd-14-fullhd-w11h-tasinabilir-bilgisayar-p-761559347,"29.064,42 TL"
,,Nvidia GeForce RTX 3050 Ti,,120 Hz,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-15ihu6-82k101hxtx-i5-16gb-512gb-ssd-rtx3050ti-4gb-120hz-gaming-laptop-p-770723300,28.779 TL
"15,6 inç",,Nvidia GeForce RTX 4060,,144 Hz,,,,,,64 GB,1 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//casper/excalibur-g870-1265-efb0x-b-intel-core-i7-12650h-64gb-ram-1tb-nvme-ssd-8gb-rtx4060-freedos-p-672161676,37.999 TL
16 inç,,Nvidia GeForce RTX 4060,,165 Hz,,,,,,32 GB,1 TB,,,,1920 x 1200,Intel Core i7,Free Dos,https://www.trendyol.com//asus/rog-strix-g16-g614jva42-n3159a42-intel-core-i7-13650hx-32gb-1tb-ssd-rtx4060-freedos-16-p-753788430,"55.620,97 TL"
,,Nvidia GeForce RTX 4070,,144 Hz,Resmi Distribütör Garantili,,,,,64 GB,1 TB,,,,1920 x 1080,Intel Core i7,Windows,https://www.trendyol.com//msi/katana-17-b12vgk-401xtr-i7-12650h-32gb-ddr5-rtx4070-gddr6-8gb-1tb-ssd-17-3-fhd-144hz-dos-p-661530112,71.199 TL
"15,6 inç",,Nvidia GeForce RTX 4050,,144 Hz,,,,,,32 GB,1 TB,,,,1920 x 1080,Intel Core i7,Windows,https://www.trendyol.com//casper/excalibur-g870-1265-dfa0r-b-intel-core-i7-12650h-32gb-ram-1tb-nvme-ssd-6gb-rtx4050-windows-11-pro-p-674286147,39.999 TL
"15,6 inç",,Dahili Ekran Kartı,,,,,,Ofis - İş,,8 GB,512 GB,,,,1920 x 1080,AMD Ryzen 5,Free Dos,https://www.trendyol.com//hp/pavilion-15-eh3011nt-amd-ryzen-5-7530u-8gb-512gb-dos-15-6-fhd-gumus-laptop-hp-turkiye-garantili-p-761481839,16.999 TL
14 inç,,Intel UHD Graphics,,,,1 TB,,,,12 GB,250 GB,,,,1920 x 1080,Intel Core i3,Ubuntu,https://www.trendyol.com//dell/vostro-3400-i3-1115g4-12gb-250gb-nvme-1tb-hdd-ubuntu-14-n4001vn3400u-12-p-455443303,9.999 TL
"15,6 inç",,Nvidia GeForce RTX 4060,,144 Hz,,,,,,16 GB,500 GB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//casper/excalibur-g870-1265-bvb0x-b-intel-core-i7-12650h-16gb-ram-500gb-nvme-ssd-8gb-rtx4060-freedos-p-672183963,35.599 TL
,,,,,,,,,,,,,,,,,,https://www.trendyol.com//lenovo/loq-15irh8-i7-13620h-16gb-ddr5-rtx-4050-gddr6-6gb-512gb-ssd-15-6-fhd-ips-144hz-freedos-p-786382978,38.995 TL
,,Nvidia GeForce RTX 4070,,165 Hz,Resmi Distribütör Garantili,,,,,32 GB,1 TB,,,,2560 x 1600,Intel Core i9,Linux,https://www.trendyol.com//dell/gaming-g16-7630-g76302401021u-i9-32gb-1tb-rtx4070-8gb-16inc-qhd-165hz-ubuntu-gaming-laptop-p-761995265,61.799 TL
"16,1 inç",,Nvidia GeForce RTX 3050 Ti,,144 Hz,,,,,,16 GB,1 TB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//hp/victus-16-d1050nt-intel-core-i5-12500h-16gb-1tb-ssd-4gb-rtx-3050ti-16-1-fhd-144hz-freedos-p-653478534,"29.499,99 TL"
"15,6 inç",,Intel Iris Graphics,,,,,,Ofis - İş,,16 GB,1 TB,,,,1920 x 1080,Intel Core i7,Windows,https://www.trendyol.com//dell/inspiron-3520-intel-core-i7-1255u-16gb-1tb-ssd-windows-11-home-15-6-i35201013ua30-p-749891927,"22.907,57 TL"
"15,6 inç",,Intel Iris Graphics,,,,,,Ev - Okul,,8 GB,256 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//asus/x515ea-bq867-i5-1135g7-8gb-ram-256gb-ssd-15-6-inc-fhd-freedos-p-686326291,12.799 TL
18 inç,,Nvidia GeForce MX450,,,,500 GB,,,,36 GB,32 GB,,,,4480 x 2520,MediaTek P60T,Windows,https://www.trendyol.com//hp/250-g8-853u8es-i5-1135-15-6-8g-256ssd-dos-p-780851619,12.250 TL
"15,6 inç",,Dahili Ekran Kartı,,,,,,Ofis - İş,,4 GB,256 GB,,,,1366 x 768,AMD Ryzen 3,Free Dos,https://www.trendyol.com//lenovo/ideapad-1-15amn7-82vg0087tx-ryzen-3-7320u-4gb-256gb-ssd-15-6-hd-freedos-p-746291154,"11.444,53 TL"
"16,1 inç",,Nvidia GeForce RTX 4070,,240 Hz,,,,,,32 GB,1 TB,,,,2560 x 1440,AMD Ryzen 7,Free Dos,https://www.trendyol.com//hp/victus-16-s0001nt-r7-7840hs-32gb-1tb-ssd-rtx4070-8gb-freedos-16-1-240-hz-qhd-notebook-7z4l9ea-p-739863315,52.799 TL
"15,6 inç",,Dahili Ekran Kartı,,,Resmi Distribütör Garantili,,,,,16 GB,256 GB,,,,1920 x 1080,Intel Xeon,Free Dos,https://www.trendyol.com//msi/15-6-dokunmatik-pro-16t-10m-219xtr-celeron-5205u-4gb-ram-256gb-ssd-fdos-p-783403166,"21.579,18 TL"
16 inç,,Nvidia GeForce RTX3060,,,Resmi Distribütör Garantili,,,,,32 GB,1 TB,,,,2560 x 1600,Intel Core i7,Windows,https://www.trendyol.com//lenovo/legion-5-pro-82rf00svtx-i7-12700h-32gb-1tb-ssd-8gb-rtx3060-16-wqxga-240hz-windows-11-p-758444079,53.499 TL
"15,6 inç",,AMD Radeon Graphics,,,,,,Ofis - İş,,8 GB,500 GB,,,,1920 x 1080,AMD Ryzen 5,Free Dos,https://www.trendyol.com//casper/nirvana-x600-5500-8v00x-g-f-amd-ryzen-5-5500u-8gb-500gb-nvme-ssd-15-6-dos-gri-dizustu-bilgisayar-p-773800573,11.499 TL
"15,6 inç",,Nvidia GeForce RTX 3050,,144 Hz,,,,,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//acer/nitro-5-an515-58-544k-intel-i5-12450h-8gb-512gb-rtx3050-15-6-fhd-144hz-freedos-nh-qfjey-007-p-772974544,22.950 TL
16 inç,,Nvidia GeForce RTX 4070,,165 Hz,,,,,,16 GB,1 TB,,,,1920 x 1200,Intel Core i7,Free Dos,https://www.trendyol.com//asus/rog-strix-g16-g614ji-n3189-intel-i7-13650hx-16gb-1tb-ssd-rtx4070-165hz-dos-16-wuxga-notebook-p-695811288,55.499 TL
,,Nvidia GeForce GTX 1650,,144 Hz,Resmi Distribütör Garantili,,,,,8 GB,512 GB,,,,1920 x 1080,AMD Ryzen 5,Free Dos,https://www.trendyol.com//hp/pavilion-15-ec2059nt-amd-ryzen-5-5600h-8gb-512gb-ssd-gtx-1650-15-6-fhd-144-hz-ips-freedos-68n74ea-p-290126990,25.999 TL
,Nvidia GeForce GTX 1650,,144 Hz,,Resmi DistribÃ¼tÃ¶r Garantili,,,,8 GB,,512 GB,1920 x 1080,Intel Core i5,Free Dos,,,,https://www.trendyol.com//asus/tuf-gaming-fx506lhb-hn323-intel-core-i5-10300h-8gb-512gb-ssd-gtx1650-freedos-15-6-p-313771149,38.399 TL
,,,,,,,,,,,,,,,,,,https://www.trendyol.com//hp/victus-gaming-15-fa1055nt-intel-core-i7-13700h-16gb-512gb-ssd-rtx4060-freedos-15-6-fhd-8u846ea-p-786971929,36.999 TL
,,,,,,,,,,,,,,,,,,https://www.trendyol.com//asus/tuf-gaming-f15-fx507zc4a42-hn008a42-intel-i7-12700h-32gb-1tb-ssd-rtx3050-windows-11-pro-15-6-p-704188391,"37.050,33 TL"
"15,6 inç",,Nvidia GeForce RTX 3050,,144 Hz,,,,,,8 GB,500 GB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//casper/excalibur-g770-1245-8vj0t-b-intel-core-i5-12450h-8gb-ram-500-gb-nvme-ssd-gen4-4gb-rtx3050-w11-home-p-314093277,26.799 TL
,,Nvidia GeForce RTX 3050,,144 Hz,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i7,Windows,https://www.trendyol.com//msi/katana-gf66-11ue-814xtr-i7-11800h-16gb-ddr4-rtx3060-gddr6-6gb-512gb-ssd-15-6-fhd-144hz-dos-p-308995573,42.950 TL
"15,6 inç",,Intel Iris Graphics,,,,,,Ofis - İş,,16 GB,512 GB,,,,1920 x 1080,Intel Core i7,Windows,https://www.trendyol.com//lenovo/v15-i7-1165g7-16gb-512gb-ssd-15-6-fhd-w11home-tasinabilir-bilgisayar-82kb00cdtx-p-744774397,"20.936,52 TL"
14 inç,,AMD Radeon Vega 8,,,Resmi Distribütör Garantili,,,,,4 GB,256 GB,,,,1366 x 768,AMD Ryzen 3,Free Dos,https://www.trendyol.com//asus/d415da-bv336-ryzen-3-3250u-4gb-ram-256gb-ssd-14-inc-p-98463820,9.407 TL
17 inç,,Nvidia GeForce RTX 4070,,240 Hz,,,,,,64 GB,2 TB,,,,2560 x 1600,Intel Core i9,Free Dos,https://www.trendyol.com//monster/semruk-s7-v9-2-2-intel-core-i9-13950hx-64-gb-ram-2-tb-ssd-8-gb-rtx-4070-freedos-17-qhd-240-hz-p-759339504,97.899 TL
13 inç,,M2 8 Çekirdekli,,,Resmi Distribütör Garantili,,,,,16 GB,256 GB,,,,2560 x 1600,M2,Mac Os,https://www.trendyol.com//apple/z16000102-m2-islemci-16gb-ram-256gb-ssd-13-macbook-air-midnight-p-443835017,43.889 TL
,,Nvidia GeForce RTX 4070,,240 Hz,İthalatçı Garantili,,,,,64 GB,4 TB,,,,2560 x 1600,Intel Core i9,Windows,https://www.trendyol.com//msi/raider-ge78hx-13vg-020us-i9-13950hx-64gb-ram-4tb-nvme-rtx-4070-8gb-gddr6-17-3-rgb-ingilizce-q-p-750265649,94.999 TL
16 inç,,Nvidia GeForce RTX3060,,,,,,Ofis - İş,,32 GB,1 TB,,,,1920 x 1080,Intel Core i7,Windows,https://www.trendyol.com//lenovo/legion-5-pro-intel-core-i7-12700h-82rf00sutx-32-gb-1024-gb-nvidia-geforce-rtx-3070-8gb-16-wq-p-683908597,59.999 TL
"16,1 inç",,AMD Radeon Graphics,,,Resmi Distribütör Garantili,512 GB,,,,16 GB,512 GB,,,,,AMD Ryzen 5,Windows,https://www.trendyol.com//honor/magicbook-16-amd-ryzen-5-5600h-16gb-512gb-ssd-w11-home-16-1-fhd-tasinabilir-bilgisayar-p-241446516,24.999 TL
14 inç,,Nvidia GeForce MX330,,,Resmi Distribütör Garantili,512 GB,,,,16 GB,512 GB,,,,,Intel Core i7,Windows,https://www.trendyol.com//acer/travelmate-p2-tmp214-53g-75ub-nx-vpqey-003-i7-1165g7-16gb-512ssd-mx330-14-fullhd-w10h-tasinabi-p-221861449,18.999 TL
,,Nvidia GeForce RTX3060,,120 Hz,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-82s9016ptx03-i5-12450h-16gb-512ssd-rtx3060-15-6-fullhd-freedos-tasinabilir-p-778467153,"28.682,02 TL"
"15,6 inç",,Intel UHD Graphics 600,,,,,,Ev - Okul,,4 GB,128 GB,,,,1366 x 768,Intel Celeron,Free Dos,https://www.trendyol.com//lenovo/ideapad1-intel-celeron-n4020-4gb-128gb-dos-15-6-gri-laptop-82v700a8tx-p-773962718,6.734 TL
"10,6 inç",,AMD R7 250,,,Resmi Distribütör Garantili,256 GB,,,,48 GB,480 GB,,,,,Apple M1 Pro,Linux,https://www.trendyol.com//asus/x515ea-ej905-i3-1115g4-4gb-256gb-ssd-15-6-fhd-freedos-notebook-p-386891598,9.499 TL
"15,6 inç",,Intel XE Graphics,,,,,,Ofis - İş,,8 GB,256 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//hp/250-g8-853u7es-ci5-1135g7-8gb-256-ssd-15-6-fdos-dizustu-bilgisayar-p-764200497,11.020 TL
"15,6 inç",,Nvidia GeForce MX350,,,Resmi Distribütör Garantili,,,,,16 GB,256 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/v15-82kb09cntx05-i5-1135g7-16gb-256ssd-mx350-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-375709665,19.409 TL
"12,5 inç",,Paylaşımlı,,,Resmi Distribütör Garantili,,,,,8 GB,256 GB,,,,3840 x 2160,Intel Core i7,Windows,https://www.trendyol.com//toshiba/satellite-radius-12-p20w-c-10c-laptop-p-2695351,"33.482,13 TL"
,,Nvidia GeForce RTX 3050 Ti,,120 Hz,Resmi Distribütör Garantili,,,,,16 GB,1 TB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-15iah7-82s9016mtx-i5-12450h-16gb-1tb-rtx3050ti-120hz-freedos-gaming-laptop-p-767233054,27.599 TL
,,,,120 Hz,Resmi Distribütör Garantili,500 GB,,,,16 GB,512 GB,,,,1920 x 1080,Ryzen Z1,Windows,https://www.trendyol.com//asus/rog-ally-ryzen-z1-16gb-ram-512gb-ssd-7inc-w11-p-779234182,28.999 TL
"15,6 inç",,Nvidia GeForce RTX 3050 Ti,,120 Hz,,,,,,8 GB,512 GB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-15iah7-82s9013utx-i7-12650h-8gb-512gb-ssd-rtx-3050-ti-15-6-freedos-p-777718238,27.999 TL
"17,3 inç",,Nvidia GeForce RTX 4060,,165 Hz,,,,,,16 GB,1 TB,,,,2560 x 1440,Intel Core i7,Free Dos,https://www.trendyol.com//hp/omen-17-cm2005nt-7p6d8ea-13-uyumlu-intel-i7-13700hx-16gb-1tb-ssd-8gb-rtx4060-17-3-inc-qhd-165hz-p-740956247,49.999 TL
,,Nvidia GeForce RTX 4060,,165 Hz,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//acer/nitro5-core-i7-12700h-16-gb-512-gb-ssd-rtx-4060-8-gbfreedos-15-6-fhd-notebook-nh-qm0ey-001-p-719063232,36.999 TL
14 inç,,Paylaşımlı,,,Resmi Distribütör Garantili,1 TB,,,,4 GB,Yok,,,,,Intel Celeron,Free Dos,https://www.trendyol.com//lenovo/v14-igl-intel-celeron-n4020-4gb-1tb-hdd-freedos-14-fhd-tasinabilir-bilgisayar-82c2001ltx-p-83775445,9.489 TL
"15,6 inç",,AMD Radeon Graphics,,,Resmi Distribütör Garantili,,,,,8 GB,256 GB,,,,1920 x 1080,AMD Ryzen 5,Free Dos,https://www.trendyol.com//hp/255-g8-3v5h6ea-ryzen5-5500u-8gb-256ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-335025778,10.249 TL
"15,6 inç",,AMD Radeon Graphics,,,Resmi Distribütör Garantili,256 GB,,,,8 GB,SSD Yok,,,,,AMD Ryzen 5,Windows,https://www.trendyol.com//asus/vivobook-15-m1502-4-nesil-ryzen-5-4600h-8gb-256gb-ssd-15-6inc-w11-p-354123433,12.999 TL
14 inç,,Intel UHD Graphics,,,Resmi Distribütör Garantili,,,,,8 GB,256 GB,,,,1366 x 768,Intel Core i3,Free Dos,https://www.trendyol.com//dell/vostro-3400-intel-core-i3-1115g4-8gb-256-gb-ssd-freedos-14-n4001vn3400ut031-p-783441316,"9.054,31 TL"
"15,6 inç",,Nvidia GeForce RTX 3050 Ti,,,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-82s9016ftx1-i5-12450h-16gb-512gb-rtx3050ti-fhd-15-6-freedos-p-769212467,"25.899,99 TL"
"15,6 inç",,Intel UHD Graphics,,,Resmi Distribütör Garantili,,,,,8 GB,512 GB,,,,1920 x 1080,Intel Celeron,Free Dos,https://www.trendyol.com//acer/aspire-3-a315-35-c7cb-nx-a6ley-006a5-n4500-8gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisay-p-771946036,"9.334,71 TL"
16 inç,,Nvidia GeForce RTX 4070,,165 Hz,,,,,,32 GB,1 TB,,,,2560 x 1600,Intel Core i9,Free Dos,https://www.trendyol.com//casper/excalibur-g911-1390-df70x-c-intel-core-i9-13900hx-32gb-ddr5-ram-1tb-nvme-ssd-8gb-rtx4070-freedos-p-672173710,59.999 TL
"14,1 inç",,Intel Iris Graphics,,,,,,Ofis - İş,,32 GB,1 TB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//monster/huma-h4-v5-1-11-intel-core-i5-1235u-32gb-ram-1tb-ssd-freedos-14-1-fhd-rose-gold-p-670464371,23.499 TL
"15,6 inç",,Dahili Ekran Kartı,,,Resmi Distribütör Garantili,,,,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//hp/250-g9-6q8m6es-i5-1235u-8gb-512ssd-mx550-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-387373978,"18.499,99 TL"
"15,6 inç",,Nvidia GeForce RTX 4060,,144 Hz,,,,,,16 GB,1 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//casper/excalibur-g870-1265-bfb0x-b-intel-core-i7-12650h-16gb-ram-1tb-nvme-ssd-8gb-rtx4060-freedos-p-672160551,36.199 TL
"15,6 inç",,Nvidia GeForce RTX 3050,,144 Hz,,,,,,32 GB,500 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//casper/excalibur-g770-1245-dvj0x-b-intel-core-i5-12450h-32gb-ram-500gb-nvme-ssd-gen4-4gb-rtx3050-freedos-p-445720602,26.999 TL
"15,6 inç",,Nvidia GeForce MX350,,,Resmi Distribütör Garantili,1 TB,,,,24 GB,512 GB,,,,,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-3-15itl6-intel-i5-1155g7-24gb-1tb-512gb-ssd-mx350-freedos-15-6-82h8036atxa58-p-775557323,"18.144,78 TL"
"15,6 inç",,Dahili Ekran Kartı,,,,,,Ofis - İş,,32 GB,1 TB,,,,1920 x 1080,AMD Ryzen 5,Free Dos,https://www.trendyol.com//casper/nirvana-x600-5500-df00x-g-f-ryzen-5-5500u-32-gb-1tb-nvme-ssd-freedos-p-776671068,13.899 TL
14 inç,,Intel Iris Graphics,,,,,,Oyun,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//hp/pavilion-x360-14-ek0002nt-intel-core-i5-1235u-8gb-512gb-ssd-14-fhd-dokunmatik-w11h-6z5w2ea-p-369701727,29.999 TL
,,Nvidia GeForce GTX 1650,,120 Hz,Resmi Distribütör Garantili,,,,,8 GB,512 GB,,,,1920 x 1080,AMD Ryzen 5,Windows,https://www.trendyol.com//lenovo/ideapad-gaming-3-ryzen-5-5600h-8-gb-ram-512gb-ssd-gtx-1650-4gb-15-6-win-11-h-82k2022dtx-laptop-golg-p-654281327,23.949 TL
"15,6 inç",,Intel UHD Graphics,,,,,,Ofis - İş,,8 GB,512 GB,,,,1920 x 1080,Intel Core i3,Free Dos,https://www.trendyol.com//asus/vivobook-15-x1504za-bq450-i3-1215u-8gb-512gb-ssd-15-6-fhd-fdos-tasinabilir-dizustu-bilgisayar-p-769232449,10.999 TL
"15,6 inç",,Nvidia GeForce RTX 4050,,120 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,AMD Ryzen 5,Free Dos,https://www.trendyol.com//lenovo/ip-gaming3-amd-ryzen-5-7535hs-16gb-512gb-rtx4050-dos-15-6-onyx-grey-gaming-pc-lenovo-tr-garantili-p-744554279,28.749 TL
"16,1 inç",,Nvidia GeForce RTX 3050 Ti,,144 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,AMD Ryzen 7,Free Dos,https://www.trendyol.com//hp/victus-16-e1004nt-amd-ryzen-7-6800h-16gb-512gb-rtx3050ti-16-1-fhd-144-hz-dos-68s20ea-p-329146480,28.999 TL
"15,6 inç",,Nvidia GeForce RTX 3050,,144 Hz,,,,,,64 GB,1 TB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//casper/excalibur-g770-1245-efj0x-b-intel-core-i5-12450h-64gb-ram-1tb-nvme-ssd-gen4-4gb-rtx3050-freedos-p-445710810,29.999 TL
,,,,,,,,,,,,,,,,,,https://www.trendyol.com//msi/nb-vector-gp78hx-13vi-446xtr-i9-13950hx-32gb-ddr5-rtx4090-gddr6-16gb-1tb-ssd-17-0-qhd-240hz-dos-p-787110664,"143.017,08 TL"
,,,,,,,,,,,,,,,,,,https://www.trendyol.com//monster/abra-a7-v13-3-intel-core-i7-11800h-8gb-500gb-ssd-rtx3050ti-freedos-17-3-fhd-p-117271574,29.899 TL
13 inç,,M2 8 Çekirdekli,,,,,,Ofis - İş,,8 GB,512 GB,,,,2550 x 1600,M2,Mac Os,https://www.trendyol.com//apple/macbook-air-m2-8c-cpu-10c-gpu-512gb-ssd-13-yildiz-isigi-dizustu-bilgisayar-mly23tu-a-p-347635414,44.999 TL
"13,3 inç",,M2 8 Çekirdekli,,,,512 GB,,,,8 GB,512 GB,,,,2560 x 1600,M2,Mac Os,https://www.trendyol.com//apple/macbook-pro-13-3-m2-cip-10c-gpu-8-gb-512gb-ssd-gumus-p-335849690,45.500 TL
"15,6 inç",,AMD Radeon Graphics,,,,512 GB,,,,8 GB,512 GB,,,,1920 x 1080,AMD Ryzen 5,Windows,https://www.trendyol.com//lenovo/ip-ryzen-5-8gb-ram-512-gb-ssd-15-6-w11-laptop-p-762026638,13.566 TL
18 inç,,Nvidia GeForce RTX 4070,,240 Hz,,,,,,16 GB,1 TB,,,,2560 x 1600,Intel Core i9,Free Dos,https://www.trendyol.com//asus/rog-strix-g18-g814ji-n6141-intel-i9-13980hx-16gb-ddr5-1tb-pcie-ssd-8gb-rtx4070-18-qhd-240hz-fdos-p-738003742,73.449 TL
14 inç,,AMD Radeon Graphics,,,Resmi Distribütör Garantili,512 GB,,,,16 GB,SSD Yok,,,,,AMD Ryzen 5,Windows,https://www.trendyol.com//asus/zenbook-14-oled-um3402-5-nesil-ryzen-5-5625u-16gb-512-ssd-14inc-w11-p-354123882,33.999 TL
"15,6 inç",,Dahili Ekran Kartı,,,,,,Ofis - İş,,32 GB,2 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//casper/nirvana-c550-1255-dx00x-g-f-intel-core-i7-1255u-32gb-ram-2tb-nvme-ssd-gen4-freedos-p-740918766,21.799 TL
"15,6 inç",,Intel UHD Graphics,,,,128 GB,,,,4 GB,128 GB,,,,1920 x 1080,Intel Core i3,Free Dos,https://www.trendyol.com//asus/intel-core-i3-1115g4-4gb-128gb-ssd-15-6-inc-full-hd-freedos-laptop-p-732405997,9.139 TL
"15,6 inç",,Nvidia GeForce MX330,,,,,,Ev - Okul,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//lenovo/v15-82nb003gtx-i5-10210u-8gb-512gb-mx330-ssd-15-6-fhd-windows-10-home-dizustu-bilgisayar-p-320147814,15.700 TL
"15,6 inç",,Nvidia GeForce RTX 2050,,120 Hz,,,,,,32 GB,256 GB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//acer/an515-58-nh-qmzey-005-02-i5-12450h-32gb-256gb-ssd-rtx2050-4gb-15-6-windows-11-p-779235281,23.299 TL
"15,6 inç",,Dahili Ekran Kartı,,,Resmi Distribütör Garantili,,,,,16 GB,1 TB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//hp/250-g9-6q8m6es03-i5-1235u-16gb-1tbssd-mx550-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-387374632,"19.999,99 TL"
"15,6 inç",,Nvidia GeForce RTX 3050 Ti,,144 Hz,,,,,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//acer/nitro-5-an515-58-nh-qfley-001-i5-12500h-8gb-512gb-ssd-4gb-rtx-3050-ti-144hz-15-6-fhd-win11-ga-p-661912258,27.999 TL
13 inç,,Dahili Ekran Kartı,,,Resmi Distribütör Garantili,,,,,16 GB,256 GB,,,,2560 x 1600,Apple M1,Mac Os,https://www.trendyol.com//apple/macbook-air-m1-cip-16gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-uzay-grisi-z1240009k-p-755954200,36.999 TL
"17,3 inç",,Nvidia GeForce RTX 4070,,240 Hz,,,,,,16 GB,1 TB,,,,2560 x 1440,AMD Ryzen 9,Free Dos,https://www.trendyol.com//asus/rog-strix-g17-g713pi-ll080-8gb-rtx4070-140w-ryzen-9-7845hx-16gb-ram-1tb-ssd-17-3-inc-wqhd-240hz-p-758128500,66.499 TL
"15,6 inç",,Intel UHD Graphics,,,,,,Ev - Okul,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//asus/vivobook-15-12-nesil-core-i5-1235u-8gb-512gb-ssd-15-6inc-w11-p-754425116,16.799 TL
